ACT Symbol,Security Name,Exchange
KND,"Kindred Healthcare, Inc. Common Stock",N
KNL,"Knoll, Inc. Common Stock",N
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,N
KNX,Knight-Swift Transportation Holdings Inc.,N
KO,Coca-Cola Company (The) Common Stock,N
KODK,Eastman Kodak Company Common New,N
KODK.A,Eastman Kodak Company Wt Exp 135%,N
KODK.W,"Eastman Kodak Company Warrant (Expiring September 3, 2018)",N
KOF,Coca Cola Femsa S.A.B. de C.V.  Common Stock,N
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,N
KORS,Michael Kors Holdings Limited Ordinary Shares,N
KOS,Kosmos Energy Ltd. Common Shares,N
KR,Kroger Company (The) Common Stock,N
KRA,Kraton Corporation Common Stock,N
KRC,Kilroy Realty Corporation Common Stock,N
KREF,KKR Real Estate Finance Trust Inc. Common Stock,N
KRG,Kite Realty Group Trust Common Stock,N
KRO,Kronos Worldwide Inc Common Stock,N
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,N
KS,KapStone Paper and Packaging Corporation Common Stock,N
KSM,Deutsche Strategic Municiple Income Trust Common Shares of Beneficial Interest,N
KSS,Kohl's Corporation Common Stock,N
KST,Deutsche Strategic Income Trust Shares of Beneficial Interest,N
KSU,Kansas City Southern Common Stock,N
KSU$,Kansas City Southern Preferred Stock,N
KT,KT Corporation Common Stock,N
KTF,Deutsche Municiple Income Trust Common Shares,N
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,N
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),N
KTP,Corts 7.625 Pfd Common Stock,N
KW,Kennedy-Wilson Holdings Inc. Common Stock,N
KWN,Kennedy-Wilson Holdings Inc. 7.75% Senior Notes due 2042,N
KWR,Quaker Chemical Corporation Common Stock,N
KYE,"Kayne Anderson Total Energy Return Fund, Inc. Common Stock",N
KYN,Kayne Anderson MLP Investment Company Common Stock,N
KYN$F,Kayne Anderson MLP Investment Company 3.50% Series F Mandatory Redeemable Preferred Shares $25.00 Liquidation Preference per share,N
KYO,Kyocera Corporation Common Stock,N
L,Loews Corporation Common Stock,N
LAD,"Lithia Motors, Inc. Common Stock",N
LADR,Ladder Capital Corp Class A Common Stock,N
LAZ,"Lazard LTD. Lazard, LTD. Class A Common Stock",N
LB,"L Brands, Inc.",N
LC,LendingClub Corporation Common Stock,N
LCI,Lannett Co Inc Common Stock,N
LCII,LCI Industries,N
LCM,Advent/Claymore Enhanced Growth & Income Fund Advent/Claymore Enhanced Growth & Income Fund Common Shares of Beneficial Interest,N
LDF,"Latin American Discovery Fund, Inc. (The) Common Stock",N
LDL,"Lydall, Inc. Common Stock",N
LDOS,"Leidos Holdings, Inc. Common Stock",N
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N
LDR,"Landauer, Inc. Common Stock",N
LEA,Lear Corporation Common Stock,N
LEE,"Lee Enterprises, Incorporated Common Stock",N
LEG,"Leggett & Platt, Incorporated Common Stock",N
LEJU,"Leju Holdings Limited American Depositary Shares, each representing one Ordinary share",N
LEN,Lennar Corporation Class A Common Stock,N
LEN.B,Lennar Corporation Class B,N
LEO,"Dreyfus Strategic Municipals, Inc. Common Stock",N
LFC,China Life Insurance Company Limited American Depositary Shares,N
LFGR,Leaf Group Ltd. Common Stock,N
LGF.A,Lions Gate Entertainment Corporation Class A Voting Shares,N
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting Shares,N
LGI,Lazard Global Total Return and Income Fund Common Stock,N
LH,Laboratory Corporation of America Holdings Common Stock,N
LHO,LaSalle Hotel Properties Common Stock,N
LHO$I,LaSalle Hotel Properties 6.375% Series I Cumulative Redeemable Redeemable Preferred SBI,N
LHO$J,LaSalle Hotel Properties 6.3% Series J Cumulative Redeemable Preferred Shares of Beneficial Interest,N
LII,"Lennox International, Inc. Common Stock",N
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",N
LKSD,"LSC Communications, Inc. Common Stock ",N
LL,"Lumber Liquidators Holdings, Inc Common Stock",N
LLL,"L3 Technologies, Inc. Common Stock",N
LLY,Eli Lilly and Company Common Stock,N
LM,"Legg Mason, Inc. Common Stock",N
LMHA,"Legg Mason, Inc. 6.375% Junior Subordinated Notes due 2056",N
LMHB,"Legg Mason, Inc. 5.45% Junior Subordinated Notes due 2056",N
LMT,Lockheed Martin Corporation Common Stock,N
LN,LINE Corporation American Depositary Shares (each representing one share of Common Stock),N
LNC,Lincoln National Corporation Common Stock,N
LNC.W,"Lincoln National Corporation Warrant expiring July 10, 2019",N
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N
LNN,Lindsay Corporation Common Stock,N
LNT,Alliant Energy Corporation Common Stock,N
LOR,"Lazard World Dividend & Income Fund, Inc. Common Stock",N
LOW,"Lowe's Companies, Inc. Common Stock",N
LPG,Dorian LPG Ltd. Common Stock,N
LPI,"Laredo Petroleum, Inc. Common Stock",N
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N
LPT,Liberty Property Trust,N
LPX,Louisiana-Pacific Corporation Common Stock,N
LQ,La Quinta Holdings Inc. Common Stock,N
LRN,K12 Inc Common Stock,N
LSI,"Life Storage, Inc. Common Stock",N
LTC,"LTC Properties, Inc. Common Stock",N
LTM,LATAM Airlines Group S.A.,N
LUB,"Luby's, Inc. Common Stock",N
LUK,Leucadia National Corporation Common Stock,N
LUV,Southwest Airlines Company Common Stock,N
LVLT,"Level 3 Communications, Inc. Common Stock",N
LVS,Las Vegas Sands Corp. Common Stock,N
LW,"Lamb Weston Holdings, Inc. Common Stock ",N
LXFR,Luxfer Holdings PLC American Depositary Shares (each representing one-half of an Ordinary Share),N
LXFT,"Luxoft Holding, Inc. Class A Ordinary Shares",N
LXP,Lexington Realty Trust Common Stock,N
LXP$C,Lexington Realty Trust  Preferred Conv. Series C,N
LXU,"LSB Industries, Inc. Common Stock",N
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N
LYG,Lloyds Banking Group Plc American Depositary Shares,N
LYV,"Live Nation Entertainment, Inc. Common Stock",N
LZB,La-Z-Boy Incorporated Common Stock,N
M,Macy's Inc Common Stock,N
MA,Mastercard Incorporated Common Stock,N
MAA,"Mid-America Apartment Communities, Inc. Common Stock",N
MAA$I,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",N
MAC,Macerich Company (The) Common Stock,N
MAIN,Main Street Capital Corporation Common Stock,N
MAN,ManpowerGroup Common Stock,N
MANU,Manchester United Ltd. Class A Ordinary Shares,N
MAS,Masco Corporation Common Stock,N
MATX,"Matson, Inc. Common Stock",N
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,N
MBI,MBIA Inc. Common Stock,N
MBT,Mobile TeleSystems PJSC,N
MC,Moelis & Company Class A Common Stock,N
MCA,"Blackrock MuniYield California Quality Fund, Inc. Common Stock",N
MCC,Medley Capital Corporation Common Stock,N
MCD,McDonald's Corporation Common Stock,N
MCI,Barings Corporate Investors Common Stock,N
MCK,McKesson Corporation Common Stock,N
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,N
MCO,Moody's Corporation Common Stock,N
MCR,MFS Charter Income Trust Common Stock,N
MCRN,Milacron Holdings Corp. Common Stock,N
MCS,Marcus Corporation (The) Common Stock,N
MCV,Medley Capital Corporation 6.125% Senior Notes due 2023,N
MCX,Medley Capital Corporation 6.50% Notes due 2021,N
MCY,Mercury General Corporation Common Stock,N
MD,"Mednax, Inc. Common Stock",N
MDC,"M.D.C. Holdings, Inc. Common Stock",N
MDLQ,Medley LLC 7.25% Notes due 2024,N
MDLX,Medley LLC 6.875% Senior Notes due 2026,N
MDLY,Medley Management Inc. Class A Common Stock,N
MDP,Meredith Corporation Common Stock,N
MDR,"McDermott International, Inc. Common Stock",N
MDT,Medtronic plc. Ordinary Shares,N
MDU,"MDU Resources Group, Inc. Common Stock",N
MED,MEDIFAST INC Common Stock,N
MEI,"Methode Electronics, Inc. Common Stock",N
MEN,"Blackrock MuniEnhanced Fund, Inc Common Stock",N
MER$K,"Merrill Lynch & Co., Inc. 6.45% Trust Preferred Securities",N
MER$P,"Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities",N
MET,"MetLife, Inc. Common Stock",N
MET$A,"MetLife, Inc. Preferred Series A Floating Rate",N
MFA,"MFA Financial, Inc.",N
MFA$B,"MFA Financial, Inc. Preferred Series B",N
MFC,Manulife Financial Corporation Common Stock,N
MFCB,MFC Bancorp Ltd.,N
MFD,Macquarie/First Trust Global Common Stock,N
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,N
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,N
MFM,MFS Municipal Income Trust Common Stock,N
MFO,"MFA Financial, Inc. 8.00% Senior Notes due 2042",N
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,N
MFV,MFS Special Value Trust Common Stock,N
MG,Mistras Group Inc Common Stock,N
MGA,"Magna International, Inc. Common Stock",N
MGF,MFS Government Markets Income Trust Common Stock,N
MGM,MGM Resorts International Common Stock,N
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,N
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,N
MH$A,"Maiden Holdings, Ltd. Pref Shs Ser A (Bermuda)",N
MH$C,"Maiden Holdings North America, Ltd. 7.125% Non-Cumulative Preference Shares, Series C",N
MH$D,"Maiden Holdings, Ltd. 6.700% Non-Cumulative Preference Shares, Series D",N
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",N
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",N
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,N
MHK,"Mohawk Industries, Inc. Common Stock",N
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",N
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",N
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",N
MHO,"M/I Homes, Inc. Common Stock",N
MHO$A,"M/I Homes, Inc. M/I Homes, Inc. Depositary Shares (Each representing 1/1000 of a Share of 9.75% Series A Preferred Share)",N
MIC,Macquarie Infrastructure Company Common Stock,N
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock",N
MIN,MFS Intermediate Income Trust Common Stock,N
MITT,"AG Mortgage Investment Trust, Inc. Common Stock",N
MITT$A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A",N
MITT$B,"AG Mortgage Investment Trust, Inc. Preferred Series B",N
MIXT,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares",N
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N
MKC,"McCormick & Company, Incorporated Common Stock",N
MKC.V,"McCormick & Company, Incorporated Common Stock",N
MKL,Markel Corporation Common Stock,N
MLI,"Mueller Industries, Inc. Common Stock",N
MLM,"Martin Marietta Materials, Inc. Common Stock",N
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N
MLR,"Miller Industries, Inc. Common Stock",N
MMC,"Marsh & McLennan Companies, Inc. Common Stock",N
MMD,MainStay DefinedTerm Municipal Opportunities Fund Common Shares of Beneficial Interest,N
MMI,"Marcus & Millichap, Inc. Common Stock",N
MMM,3M Company Common Stock,N
MMP,Magellan Midstream Partners L.P. Limited Partnership,N
MMS,"Maximus, Inc. Common Stock",N
MMT,MFS Multimarket Income Trust Common Stock,N
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",N
MN,"Manning & Napier, Inc. Class A Common Stock",N
MNE,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock,N
MNK,Mallinckrodt plc Ordinary Shares,N
MNP,"Western Asset Municipal Partners Fund, Inc. Common Stock",N
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,N
MNR$C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,N
MO,"Altria Group, Inc.",N
MOD,Modine Manufacturing Company Common Stock,N
MODN,"Model N, Inc. Common Stock",N
MOG.A,Moog Inc. Class A Common Stock,N
MOG.B,Moog Inc. Class B Common Stock,N
MOH,Molina Healthcare Inc Common Stock,N
MON,Monsanto Company Common Stock,N
MORE,"Monogram Residential Trust, Inc. Common",N
MOS,Mosaic Company (The) Common Stock,N
MOV,Movado Group Inc. Common Stock,N
MP$D,Mississippi Power Company 5.25 Srs Pfd,N
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,N
MPC,Marathon Petroleum Corporation Common Stock,N
MPLX,MPLX LP Common Units Representing Limited Partner Interests,N
MPO,Midstates Petroleum Company Inc. Common Stock,N
MPV,Barings Participation Investors Common Stock,N
MPW,"Medical Properties Trust, Inc. common stock",N
MPX,Marine Products Corporation Common Stock,N
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",N
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",N
MRC,MRC Global Inc. Common Stock,N
MRIN,Marin Software Incorporated Common Stock,N
MRK,"Merck & Company, Inc. Common Stock (new)",N
MRO,Marathon Oil Corporation Common Stock,N
MRT,"MedEquities Realty Trust, Inc. Common Stock",N
MS,Morgan Stanley Common Stock,N
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,N
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,N
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,N
MS$G,Morgan Stanley Depositary Shares Representing 1/1000th Preferred Series G,N
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),N
MS$K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K",N
MSA,MSA Safety Incorporated Common Stock,N
MSB,Mesabi Trust Common Stock,N
MSCA,Main Street Capital Corporation 6.125% Senior Notes due 2023,N
MSCI,MSCI Inc Common Stock,N
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",N
MSF,"Morgan Stanley Emerging Markets Fund, Inc. Common Stock",N
MSG,The Madison Square Garden Company Class A Common Stock (New),N
MSGN,MSG Networks Inc. Common Stock,N
MSI,"Motorola Solutions, Inc. Common Stock",N
MSL,MidSouth Bancorp Common Stock,N
MSM,"MSC Industrial Direct Company, Inc. Common Stock",N
MSP,Madison Strategic Sector Premium Fund Madison Strategic Sector Premium Fund Common Shares of Beneficial Interest,N
MT,Arcelor Mittal NY Registry Shares NEW,N
MTB,M&T Bank Corporation Common Stock,N
MTB$,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series A",N
MTB$C,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C",N
MTB.W,"M&T Bank Corporation Warrant (Expiring December 23, 2018)",N
MTD,"Mettler-Toledo International, Inc. Common Stock",N
MTDR,Matador Resources Company Common Stock,N
MTG,MGIC Investment Corporation Common Stock,N
MTH,Meritage Homes Corporation Common Stock,N
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),N
MTL$,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),N
MTN,"Vail Resorts, Inc. Common Stock",N
MTOR,"Meritor, Inc. Common Stock",N
MTR,Mesa Royalty Trust Common Stock,N
MTRN,Materion Corporation,N
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,N
MTU,"Mitsubishi UFJ Financial Group, Inc. Common Stock",N
MTW,"Manitowoc Company, Inc. (The) Common Stock",N
MTX,Minerals Technologies Inc. Common Stock,N
MTZ,"MasTec, Inc. Common Stock",N
MUA,"Blackrock MuniAssets Fund, Inc Common Stock",N
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",N
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",N
MUH,"Blackrock MuniHoldings Fund II, Inc. Common Stock",N
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,N
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",N
MULE,"MuleSoft, Inc. Class A Common Stock",N
MUR,Murphy Oil Corporation Common Stock,N
MUS,"Blackrock MuniHoldings Quality Fund, Inc Common Stock",N
MUSA,Murphy USA Inc. Common Stock,N
MUX,McEwen Mining Inc. Common Stock,N
MVC,"MVC Capital, Inc. Common Stock",N
MVCB,MVC Capital 7.25% Senior Notes due 2023,N
MVO,MV Oil Trust Units of Beneficial Interests,N
MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock",N
MWA,MUELLER WATER PRODUCTS Common Stock,N
MX,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock",N
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",N
MXF,"Mexico Fund, Inc. (The) Common Stock",N
MXL,"MaxLinear, Inc. Common Stock",N
MYC,"Blackrock MuniYield California Fund, Inc. Common Stock",N
MYCC,"ClubCorp Holdings, Inc. Common Stock",N
MYD,"Blackrock MuniYield Fund, Inc.  Common Stock",N
MYE,"Myers Industries, Inc. Common Stock",N
MYF,Blackrock MuniYield Investment Fund Common Stock,N
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",N
MYJ,"Blackrock MuniYield New Jersey Fund, Inc Common Stock",N
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",N
MYOV,Myovant Sciences Ltd. Common Shares,N
MZF,Managed Duration Investment Grade Municipal Fund,N
NAC,Nuveen California Quality Municipal Income Fund,N
NAD,Nuveen Quality Municipal Income Fund Common Stock,N
NADL,North Atlantic Drilling Ltd. Common Shares,N
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,N
NAO,Nordic Amern Offshore Ltd Ordinary Shares (Bermuda),N
NAP,Navios Maritime Midstream Partners LP Common Units representing limited partner interests,N
NAT,Nordic American Tankers Limited Common Stock,N
NAV,Navistar International Corporation Common Stock,N
NAV$D,Navistar International Corporation Preferred Stock,N
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,N
NBB,Nuveen Build America Bond Fund Common Shares of Beneficial Interest,N
NBD,Nuveen Build America Bond Opportunity Fund Common Shares of Beneficial Interest,N
NBHC,National Bank Holdings Corporation Common Stock,N
NBL,Noble Energy Inc. Common Stock,N
NBLX,Noble Midstream Partners LP Common Units Representing Limited Partner Interests,N
NBR,Nabors Industries Ltd.,N
NC,"NACCO Industries, Inc. Common Stock",N
NCA,"Nuveen California Municipal Value Fund, Inc. Common Stock",N
NCB,Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest,N
NCI,"Navigant Consulting, Inc. Common Stock",N
NCR,NCR Corporation Common Stock,N
NCS,"NCI Building Systems, Inc. New Common Stock",N
NCV,AllianzGI Convertible & Income Fund,N
NCZ,AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,N
NDP,"Tortoise Energy Independence Fund, Inc. Common Stock",N
NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust,N
NE,Noble Corporation Ordinary Shares (UK),N
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,N
NEE,"NextEra Energy, Inc. Common Stock",N
NEE$C,"FPL Group, Inc. 5 7/8% Preferred Trust Securities",N
NEE$G,"NextEra Energy, Inc. Series G Junior Subordinated Debenture due March 1, 2072",N
NEE$H,"NextEra Energy, Inc. Series H Junior Subordinated Debentures due June 15, 2072",N
NEE$I,"NextEra Energy, Inc. Series I Junior Subordinated Debentures due November 15, 2072",N
NEE$J,"NextEra Energy, Inc. Series J Junior Subordinated Debentures due January 15, 2073",N
NEE$K,"NextEra Energy, Inc. Series K Junior Subordinated Debentures due June 1, 2076",N
NEE$Q,"NextEra Energy, Inc. Corporate Units",N
NEE$R,"NextEra Energy, Inc. Corporate Units expiring 09/01/2019",N
NEFF,Neff Corporation Common Stock,N
NEM,Newmont Mining Corporation,N
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests",N
NETS,Netshoes (Cayman) Limited Common Shares,N
NEU,NewMarket Corp Common Stock,N
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,N
NEWM,New Media Investment Group Inc. Common Stock,N
NEWR,"New Relic, Inc. Common Stock",N
NFG,National Fuel Gas Company Common Stock,N
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",N
NFX,Newfield Exploration Company Common Stock,N
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",N
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,N
NGL$B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,N
NGLS$A,Targa Resources Partners LP 9.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing preferred equity interests,N
NGS,"Natural Gas Services Group, Inc. Common Stock",N
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",N
NGVT,Ingevity Corporation Common Stock ,N
NHA,Nuveen Municipal 2021 Target Term Fund Fund,N
NHF,NexPoint Credit Strategies Fund,N
NHI,"National Health Investors, Inc. Common Stock",N
NI,NiSource Inc Common Stock,N
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,N
NIE,AllianzGI Equity & Convertible Income Fund,N
NIM,Nuveen Select Maturities Municipal Fund Common Stock,N
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,N
NJR,NewJersey Resources Corporation Common Stock,N
NKE,"Nike, Inc. Common Stock",N
NKG,Nuveen Georgia Quality Municipal Income Fund ,N
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,N
NL,"NL Industries, Inc. Common Stock",N
NLS,"Nautilus, Inc. Common Stock",N
NLSN,Nielsen N.V. Ordinary Shares,N
NLY,Annaly Capital Management Inc Common Stock,N
NLY$C,Annaly Capital Management Inc 7.625% Series C Cumulative Redeemable Preferred Stock,N
NLY$D,Annaly Capital Management Inc Preferred Series D,N
NLY$E,Annaly Capital Management Inc 7.625% Series E Cumulative Redeemable Preferred Stock,N
NLY$F,Annaly Capital Management Inc 6.95% Series F,N
NM,Navios Maritime Holdings Inc. Common Stock,N
NM$G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),N
NM$H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,N
NMFC,New Mountain Finance Corporation Common Stock,N
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",N
NMK$B,"Niagara Mohawk Holdings, Inc. Preferred Stock",N
NMK$C,"Niagara Mohawk Holdings, Inc. Preferred Stock",N
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,N
NMR,Nomura Holdings Inc ADR American Depositary Shares,N
NMS,Nuveen Minnesota Quality Municipal Income Fund ,N
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,N
NMY,Nuveen Maryland Quality Municipal Income Fund Common Stock,N
NMZ,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",N
NNA,Navios Maritime Acquisition Corporation Common stock,N
NNC,Nuveen North Carolina Quality Municipal Income Fund Common Stock,N
NNI,"Nelnet, Inc. Common Stock",N
NNN,National Retail Properties Common Stock,N
NNN$E,"National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.70% Series E Pfd.",N
NNN$F,"National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.20% Series F Cumulative Redeemable Preferred Stock",N
NNY,"Nuveen New York Municipal Value Fund, Inc. Common Stock",N
NOA,"North American Energy Partners, Inc. Common Shares (no par)",N
NOAH,Noah Holdings Limited,N
NOC,Northrop Grumman Corporation Common Stock,N
NOK,Nokia Corporation Sponsored American Depositary Shares,N
NOM,Nuveen Missouri Quality Municipal Income Fund ,N
NOMD,Nomad Foods Limited Ordinary Shares,N
NOV,"National Oilwell Varco, Inc. Common Stock",N
NOW,"ServiceNow, Inc. Common Stock",N
NP,"Neenah Paper, Inc. Common Stock",N
NPK,"National Presto Industries, Inc. Common Stock",N
NPO,EnPro Industries Inc,N
NPTN,NeoPhotonics Corporation Common Stock,N
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,N
NQ,"NQ Mobile Inc. American Depositary Shares, each representing five Class A common shares",N
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,N
NR,"Newpark Resources, Inc. Common Stock",N
NRE,NorthStar Realty Europe Corp. Common Stock,N
NRG,"NRG Energy, Inc. Common Stock",N
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,N
NRP,Natural Resource Partners LP Limited Partnership,N
NRT,North European Oil Royality Trust Common Stock,N
NRZ,New Residential Investment Corp. Common Stock,N
NS,Nustar Energy L.P.  Common Units,N
NS$A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,N
NS$B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,N
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,N
NSC,Norfolk Southern Corporation Common Stock,N
NSH,"Nustar GP Holdings, LLC Units",N
NSL,Nuveen Senior Income Fund Common Stock,N
NSM,Nationstar Mortgage Holdings Inc. Common Stock,N
NSP,"Insperity, Inc. Common Stock",N
NSS,"NuStar Logistics, L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043",N
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,N
NTC,Nuveen Connecticut Quality Municipal Income Fund Common Stock,N
NTEST,NYSE Tick Pilot Test Sym-Control,N
NTEST.A,NYSE Tick Pilot Test Sym-G1,N
NTEST.B,NYSE Tick Pilot Test Sym-G2,N
NTEST.C,Tick Pilot Test C Common Stock,N
NTG,"Tortoise MLP Fund, Inc. Common Stock",N
NTL,"Nortel Inversora SA, ADR Common Stock",N
NTP,Nam Tai Property Inc. Common Stock,N
NTX,Nuveen Texas Quality Municipal Income Fund Common Stock,N
NTZ,"Natuzzi, S.p.A.",N
NUE,Nucor Corporation Common Stock,N
NUM,Nuveen Michigan Quality Municipal Income Fund Common Stock,N
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,N
NUS,"Nu Skin Enterprises, Inc. Common Stock",N
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock",N
NUW,Nuveen AMT-Free Municipal Value Fund,N
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,N
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),N
NVO,Novo Nordisk A/S Common Stock,N
NVR,"NVR, Inc. Common Stock",N
NVRO,Nevro Corp. Common Stock,N
NVS,Novartis AG Common Stock,N
NVTA,Invitae Corporation Common Stock,N
NW$C,Natl Westminster Pfd Preferred Stock,N
NWE,NorthWestern Corporation Common Stock,N
NWHM,New Home Company Inc. (The) Common Stock,N
NWL,Newell Brands Inc. Common Stock,N
NWN,Northwest Natural Gas Company Common Stock,N
NWY,"New York & Company, Inc. New York & Company, Inc. Common Shares",N
NX,Quanex Building Products Corporation Common Stock,N
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,N
NXJ,Nuveen New Jersey Qualified Municipal Fund ,N
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,N
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,N
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock,N
